PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_FIPS,PSS_ZIP5,PSS_PHONE,PSS_SCH_DAYS,PSS_STU_DAY_HRS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_1,PSS_ENROLL_2,PSS_ENROLL_3,PSS_ENROLL_4,PSS_ENROLL_5,PSS_ENROLL_6,PSS_ENROLL_7,PSS_ENROLL_8,PSS_ENROLL_9,PSS_ENROLL_10,PSS_ENROLL_11,PSS_ENROLL_12,PSS_ENROLL_T,PSS_ENROLL_TK12,PSS_RACE_AI,PSS_RACE_AS,PSS_RACE_H,PSS_RACE_B,PSS_RACE_W,PSS_RACE_P,PSS_RACE_2,PSS_FTE_TEACH,PSS_LOCALE,PSS_COED,PSS_TYPE,PSS_LEVEL,PSS_RELIG,PSS_COMM_TYPE,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,P_PACISL_PCT,P_TWOMORE_PCT,PSS_STDTCH_RT,PSS_ORIENT,PSS_COUNTY_NAME,PSS_ASSOC_1,PSS_ASSOC_2,PSS_ASSOC_3,PSS_ASSOC_4,PSS_ASSOC_5,PSS_ASSOC_6,PSS_ASSOC_7,PSS_ASSOC_8
00297598,GATEWOOD SCHOOLS,2,17,139 PHILLIPS DR,EATONTON,13237,237,GA,13,31024,7064858231,180,7,Yes,,35,22,20,20,19,20,22,24,24,39,38,41,35,44,403,368,0,0,24,10,331,0,3,45.4,41,1,1,3,2,4,0,0,6.52,2.72,89.95,0,0.82,8.11,8,PUTNAM,Other school association(s),,,,,,,
00297281,GEORGE WALTON ACADEMY,2,17,1 BULLDOG DR,MONROE,13297,297,GA,13,30655,7702677578,180,7,Yes,,28,33,44,55,50,51,63,73,27,61,79,77,74,75,790,762,0,8,8,36,700,0,10,87,41,1,1,3,3,4,0,1.05,1.05,4.72,91.86,0,1.31,8.76,30,WALTON,State or regional independent school association,,,,,,,
A9701282,GEORGIA CHRISTIAN SCHOOL,2,17,4359 DASHER RD,VALDOSTA,13185,185,GA,13,31601,2295595131,180,7.25,Yes,,35,15,19,12,14,14,16,19,22,24,23,23,24,24,284,249,0,10,7,8,210,0,14,15.9,41,1,1,3,2,4,0,4.02,2.81,3.21,84.34,0,5.62,15.66,9,LOWNDES,State or regional independent school association,,,,,,,
A1592051,GEORGIA PREPARATORY ACADEMY,2,13,PO BOX 82756,CONYERS,13247,247,GA,13,30013,7709224636,180,6.5,Yes,,9,12,11,12,8,8,5,2,3,1,,,,,71,62,0,0,1,61,0,0,0,7,21,1,1,1,2,2,0,0,1.61,98.39,0,0,0,8.86,8,ROCKDALE,This school does not belong to ANY associations or organizations,,,,,,,
00299879,GEORGIA-CUMBERLAND ACADEMY,14,17,397 ACADEMY DR SW,CALHOUN,13129,129,GA,13,30701,7066294591,180,6.5,Yes,,,,,,,,,,,,60,58,66,70,254,254,0,20,45,32,127,0,30,14.5,41,1,1,2,2,4,0,7.87,17.72,12.6,50,0,11.81,17.52,28,GORDON,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,
A0700693,GERARD PREPATORY SCHOOL,2,16,263 JACKSON ST,LAWRENCEVILLE,13135,135,GA,13,30046,7702774722,180,8,Yes,10,5,10,4,4,,5,5,3,3,2,3,3,3,,60,55,0,3,1,23,28,0,0,5,21,1,4,3,2,2,0,5.45,1.82,41.82,50.91,0,0,11,8,GWINNETT,This school does not belong to ANY associations or organizations,,,,,,,
A1501354,GLOBAL PURPOSE ACADEMY,2,9,675 PLEASANT HILL RD NW,LILBURN,13135,135,GA,13,30047,7707975246,,7,Yes,,6,5,3,2,1,3,,,,,,,,,20,14,0,0,1,12,0,0,1,4.4,21,1,3,1,3,2,0,0,7.14,85.71,0,0,7.14,3.18,30,GWINNETT,Other school association(s),,,,,,,
A1501304,GLOBAL VILLAGE PROJECT,11,13,PO BOX 2200,DECATUR,13089,089,GA,13,30031,4043710107,180,8.5,Yes,,,,,,,,,14,12,12,,,,,38,38,0,22,0,16,0,0,0,4.6,21,2,6,1,3,2,0,57.89,0,42.11,0,0,0,8.26,30,DEKALB,National Coalition of Girls' Schools (NCGS),State or regional independent school association,,,,,,
A0970833,GOD'S LITTLE ANGELS CHRISTIAN ACADEMY,6,10,3066 WASHINGTON RD,EAST POINT,13121,121,GA,13,30344,4047617505,178,7,No,,,,7,5,,4,4,,,,,,,,20,20,0,0,0,20,0,0,0,12.6,21,1,1,1,2,2,0,0,0,100,0,0,0,1.59,26,FULTON,Other religious school association(s),,,,,,,
A1301068,GODS HERITAGE CHRISTIAN ACADEMY,2,17,2540 AIRPORT RD,HINESVILLE,13179,179,GA,13,31313,9128776012,180,6.92,No,,2,8,7,7,11,12,6,7,7,6,9,7,5,2,96,94,0,0,20,26,11,1,36,25.3,23,1,1,3,2,2,0,0,21.28,27.66,11.7,1.06,38.3,3.72,8,LIBERTY,This school does not belong to ANY associations or organizations,,,,,,,
A1301046,GRACE ACADEMY,6,16,PO BOX 274,MARIETTA,13067,067,GA,13,30061,7708958171,180,7,No,,,,3,2,1,,,2,,,,,2,,10,10,0,0,0,10,0,0,0,4,13,1,1,3,2,1,0,0,0,100,0,0,0,2.5,8,COBB,This school does not belong to ANY associations or organizations,,,,,,,
A1501307,GRACE ACADEMY OF GRIFFIN,8,17,410 TAYLOR ST,GRIFFIN,13255,255,GA,13,30224,7704678220,180,8,No,,,,,,1,,1,,2,2,5,9,12,2,34,34,0,0,0,2,32,0,0,1.3,21,1,1,3,3,2,0,0,0,5.88,94.12,0,0,26.15,30,SPALDING,This school does not belong to ANY associations or organizations,,,,,,,
A0700726,GRACE BAPTIST CHRISTIAN SCHOOL,3,17,PO BOX 578,POWDER SPRINGS,13067,067,GA,13,30127,7702228955,180,7.33,Yes,,,28,21,15,18,22,18,16,16,23,9,12,14,16,228,228,0,2,5,82,124,0,15,16.5,21,1,1,3,2,2,0,0.88,2.19,35.96,54.39,0,6.58,13.82,8,COBB,Association of Christian Schools International (ACSI),,,,,,,
02022521,GRACE CHRISTIAN ACADEMY,3,17,1705 ACCESS RD,COVINGTON,13217,217,GA,13,30014,7703857390,180,6.5,Yes,,,4,7,4,2,1,4,4,6,6,7,5,3,8,61,61,1,0,4,20,36,0,0,10,21,1,1,3,2,2,1.64,0,6.56,32.79,59.02,0,0,6.1,8,NEWTON,Accelerated Christian Education (ACE) or (School of Tomorrow),Other religious school association(s),,,,,,
A9501473,GRACE CHRISTIAN ACADEMY,2,17,1302 LAKE DOUGLAS RD,BAINBRIDGE,13087,087,GA,13,39819,2292438851,180,7.17,Yes,,34,21,16,15,25,17,25,18,19,16,20,17,16,18,277,243,0,6,1,8,224,2,2,18.3,32,1,1,3,2,3,0,2.47,0.41,3.29,92.18,0.82,0.82,13.28,8,DECATUR,Association of Christian Schools International (ACSI),,,,,,,
A9300310,GRACE CHRISTIAN ACADEMY,2,17,355 MCDONOUGH RD,FAYETTEVILLE,13113,113,GA,13,30214,7704610137,180,7,Yes,,15,12,14,19,19,14,11,14,9,9,11,11,15,11,184,169,0,4,4,67,87,2,5,16.3,41,1,1,3,2,4,0,2.37,2.37,39.64,51.48,1.18,2.96,10.37,8,FAYETTE,American Association of Christian Schools (AACS),Association of Christian Schools International (ACSI),Other religious school association(s),,,,,
01928536,GRACE CHRISTIAN SCHOOL,2,17,2915 14TH AVE,COLUMBUS,13215,215,GA,13,31904,7063239161,180,6.83,Yes,,5,2,4,13,9,13,6,11,10,13,12,5,8,4,115,110,0,0,7,25,78,0,0,12,12,1,1,3,2,1,0,0,6.36,22.73,70.91,0,0,9.17,5,MUSCOGEE,American Association of Christian Schools (AACS),Other school association(s),,,,,,
A1301050,GRACEPOINT SCHOOL,7,12,PO BOX 5197,MARIETTA,13067,067,GA,13,30061,6787096634,182,7,No,,,,,14,8,10,5,5,4,,,,,,46,46,0,0,0,1,45,0,0,10.4,21,1,4,1,2,2,0,0,0,2.17,97.83,0,0,4.42,8,COBB,Association of Christian Schools International (ACSI),,,,,,,
A0102895,GREATER ATLANTA ADVENTIST ACADEMY,14,17,401 HAMILTON E HOLMES DR NW,ATLANTA,13121,121,GA,13,30318,4047990337,181,7.43,Yes,,,,,,,,,,,,26,30,29,32,117,117,0,0,0,115,0,0,2,13,11,1,1,2,2,1,0,0,0,98.29,0,0,1.71,9,28,FULTON,General Conference of the Seventh-Day Adventist Church (GCSDAC),Other school association(s),,,,,,
00297168,GREATER ATLANTA CHRISTIAN SCHOOL,2,17,1575 INDIAN TRAIL LILBURN RD,NORCROSS,13135,135,GA,13,30093,7702432000,180,7.17,Yes,,77,67,80,72,85,91,105,148,162,161,172,202,197,165,1784,1707,0,181,75,419,955,0,77,190.4,21,1,1,3,2,2,0,10.6,4.39,24.55,55.95,0,4.51,8.97,8,GWINNETT,National Christian School Association (NCSA),Other special emphasis association(s),Other school association(s),,,,,
02021641,GREATER AUGUSTA CHRISTIAN ACADEMY,2,17,4406 WRIGHTSBORO RD,GROVETOWN,13073,073,GA,13,30813,7068632285,180,7.75,Yes,,3,3,3,,,1,1,2,1,1,4,2,,2,23,20,0,0,1,3,15,1,0,2.6,21,1,1,3,2,2,0,0,5,15,75,5,0,7.69,8,COLUMBIA,This school does not belong to ANY associations or organizations,,,,,,,
A9102172,GREEN PASTURES CHRISTIAN SCHOOL,3,13,5455 FLAT SHOALS PKWY,DECATUR,13089,089,GA,13,30034,7709878121,180,7,Yes,,,3,1,,1,1,,3,,1,,,,,10,10,0,0,0,10,0,0,0,2.3,21,1,1,1,2,2,0,0,0,100,0,0,0,4.35,26,DEKALB,Association of Christian Schools International (ACSI),,,,,,,
A9102171,GREENFOREST MCCALEP CHRISTIAN ACADEMY,3,17,3250 RAINBOW DR,DECATUR,13089,089,GA,13,30034,4044866737,180,7,Yes,,,14,27,18,15,15,12,12,17,9,17,14,22,15,207,207,0,2,0,197,3,0,5,13,21,1,1,3,2,2,0,0.97,0,95.17,1.45,0,2.42,15.92,8,DEKALB,American Association of Christian Schools (AACS),Association of Christian Schools International (ACSI),Other school association(s),,,,,
00297634,GRIFFIN CHRISTIAN ACADEMY,2,11,2000 W MCINTOSH RD,GRIFFIN,13255,255,GA,13,30223,7702282711,180,7,Yes,,14,25,32,35,30,32,22,35,,,,,,,225,211,0,1,0,23,181,0,6,16.1,41,1,1,1,2,4,0,0.47,0,10.9,85.78,0,2.84,13.11,4,SPALDING,Other religious school association(s),,,,,,,
A1301051,GRIFFIN CHRISTIAN HIGH SCHOOL,12,17,2000 W MCINTOSH RD,GRIFFIN,13255,255,GA,13,30223,7704678198,175,7.5,Yes,,,,,,,,,,40,35,40,35,30,30,210,210,1,7,5,1,195,0,1,21.8,41,1,1,2,2,4,0.48,3.33,2.38,0.48,92.86,0,0.48,9.63,4,SPALDING,Other religious school association(s),Other school association(s),,,,,,
A1501314,GROWING MINDS CHRISTIAN ACADEMY,2,11,130 CARNEGIE PL,FAYETTEVILLE,13113,113,GA,13,30214,6785456665,180,7.5,Yes,,8,15,7,6,2,4,3,3,,,,,,,48,40,0,0,0,40,0,0,0,3,21,1,1,1,2,2,0,0,0,100,0,0,0,13.33,8,FAYETTE,Other school association(s),,,,,,,
A1501316,HALLIE TURNER PRIVATE,1,1,2917 UNIVERSITY AVE,COLUMBUS,13215,215,GA,13,31907,7065613518,,4.5,Yes,60,,,,,,,,,,,,,,,60,60,0,3,5,25,27,0,0,4.9,12,1,1,3,3,1,0,5,8.33,41.67,45,0,0,12.24,30,MUSCOGEE,This school does not belong to ANY associations or organizations,,,,,,,
A0700728,HAMPTON FIRST BAPTIST ACADEMY,2,3,85 MCDONOUGH ST,HAMPTON,13151,151,GA,13,30228,7709464802,170,5.5,No,,60,9,,,,,,,,,,,,,69,9,0,0,0,2,7,0,0,2.3,21,1,7,1,2,2,0,0,0,22.22,77.78,0,0,3.91,5,HENRY,This school does not belong to ANY associations or organizations,,,,,,,
00297667,HANCOCK DAY SCHOOL,2,13,6600 HOWARD FOSS DR,SAVANNAH,13051,051,GA,13,31406,9123514500,180,7,Yes,,27,39,50,44,34,44,40,38,33,24,,,,,373,346,0,4,4,6,328,0,4,27,21,1,1,1,3,2,0,1.16,1.16,1.73,94.8,0,1.16,12.81,30,CHATHAM,State or regional independent school association,,,,,,,
A0102886,HARVEST CHRISTIAN ACADEMY FOR THE DEAF,6,13,1314 OLD THREE NOTCH RD,RINGGOLD,13047,047,GA,13,30736,7063751401,180,7.5,No,,,,1,2,1,,,1,,2,,,,,7,7,0,0,1,0,6,0,0,3,41,1,1,1,2,4,0,0,14.29,0,85.71,0,0,2.33,5,CATOOSA,American Association of Christian Schools (AACS),Association of Christian Schools International (ACSI),,,,,,
A1592053,HARVEST RAIN ACADEMY,2,10,51 SENOIA RD,FAIRBURN,13121,121,GA,13,30213,7709692040,180,7,No,,44,27,3,2,1,1,1,,,,,,,,79,35,0,0,2,31,2,0,0,3.9,21,1,1,1,2,2,0,0,5.71,88.57,5.71,0,0,8.97,8,FULTON,Other school association(s),,,,,,,
BB160894,HEALING WATERS CHRISTIAN ACADEMY,2,13,2315 PERKERSON ROAD,ATLANTA,13089,089,GA,13,30315,4047689063,,7,Yes,,18,,,,,,,,,1,,,,,50,,0,0,0,29,0,0,3,3.9,11,1,3,1,2,1,,,,,,,,,8,FULTON,This school does not belong to ANY associations or organizations,,,,,,,
A9501477,HEAVENLY INSTITUTE OF LEARNING,8,16,PO BOX 11307,ATLANTA,13121,121,GA,13,30310,4044535297,180,7,Yes,,,,,,1,1,1,,2,,,1,1,,7,7,0,0,0,7,0,0,0,2.4,11,1,1,3,2,1,0,0,0,100,0,0,0,2.92,8,FULTON,This school does not belong to ANY associations or organizations,,,,,,,
A0102898,HEIRWAY CHRISTIAN ACADEMY,2,17,6758 SPRING ST,DOUGLASVILLE,13097,097,GA,13,30134,7704894392,172,6.75,Yes,,11,13,17,16,11,8,17,14,11,11,6,10,11,10,166,155,0,3,2,52,93,0,5,13.5,21,1,1,3,3,2,0,1.94,1.29,33.55,60,0,3.23,11.48,30,DOUGLAS,This school does not belong to ANY associations or organizations,,,,,,,
A0102899,HERITAGE ACADEMY,3,13,333 GREENE ST,AUGUSTA,13245,245,GA,13,30901,7068210034,180,6.75,Yes,,,36,34,32,30,26,24,16,11,7,,,,,216,216,0,0,3,202,11,0,0,17.3,12,1,1,1,2,1,0,0,1.39,93.52,5.09,0,0,12.49,8,RICHMOND,Association of Christian Schools International (ACSI),,,,,,,
A0301215,HERITAGE ACADEMY,3,17,PO BOX 398,FLOWERY BRANCH,13157,157,GA,13,30542,7066583020,100,7,No,,,6,7,11,9,13,9,21,13,18,13,13,12,17,162,162,0,1,0,2,157,0,2,27.1,21,1,1,3,2,2,0,0.62,0,1.23,96.91,0,1.23,5.98,8,JACKSON,Other school association(s),,,,,,,
A1301057,HERITAGE ACADEMY,3,16,5215 THIGPEN TRL,SALE CITY,13071,071,GA,13,31784,2297825651,180,7,Yes,,,1,,,1,1,,1,,1,2,1,1,,9,9,0,0,0,0,9,0,0,1,42,1,1,3,2,4,0,0,0,0,100,0,0,9,8,COLQUITT,Accelerated Christian Education (ACE) or (School of Tomorrow),,,,,,,
A0901318,HERITAGE BAPTIST CHRISTIAN SCHOOL,2,17,1843 PEEKSVILLE RD,LOCUST GROVE,13151,151,GA,13,30248,7703207735,175,7.5,Yes,,15,8,13,14,8,12,8,11,7,5,4,5,2,3,115,100,0,1,0,6,89,0,4,13.1,41,1,1,3,2,4,0,1,0,6,89,0,4,7.63,5,HENRY,American Association of Christian Schools (AACS),State or regional independent school association,,,,,,
A9102130,HERITAGE CHRISTIAN ACADEMY,2,17,4265 NORWICH STREET EXT,BRUNSWICK,13127,127,GA,13,31520,9122645491,180,7,Yes,,11,12,12,17,11,11,9,6,10,8,6,9,14,2,138,127,0,20,3,14,89,1,0,13.8,23,1,1,3,2,2,0,15.75,2.36,11.02,70.08,0.79,0,9.2,8,GLYNN,Association of Christian Schools International (ACSI),,,,,,,
A0301218,HERITAGE PREPARATORY SCHOOL OF GA,2,13,1700 PIEDMONT AVE NE,ATLANTA,13121,121,GA,13,30324,4048157711,174,6.5,Yes,,18,26,24,18,21,9,9,12,6,7,,,,,150,132,0,3,0,10,118,0,1,26,11,1,1,1,2,1,0,2.27,0,7.58,89.39,0,0.76,5.08,8,FULTON,Association of Classical and Christian Schools,,,,,,,
A1390141,HESS ACADEMY,3,13,611 MEDLOCK RD,DECATUR,13089,089,GA,13,30033,6783086380,180,6.5,Yes,,,6,7,4,5,6,5,10,8,7,,,,,58,58,0,2,4,8,42,0,2,10.6,21,1,1,1,3,2,0,3.45,6.9,13.79,72.41,0,3.45,5.47,30,DEKALB,This school does not belong to ANY associations or organizations,,,,,,,
00297703,HIGH MEADOWS SCHOOL,2,13,1055 WILLEO RD,ROSWELL,13121,121,GA,13,30075,7709932940,180,6.67,Yes,,43,34,26,35,44,43,34,47,41,44,,,,,391,348,0,25,27,22,238,0,36,60.4,13,1,6,1,3,1,0,7.18,7.76,6.32,68.39,0,10.34,5.76,30,FULTON,National Association of Independent Schools (NAIS),State or regional independent school association,,,,,,
A0102948,HIGHLAND CHRISTIAN ACADEMY,3,17,4023 PINEGROVE ROAD,VALDOSTA,13185,185,GA,13,31605,2292458111,180,7,Yes,,,13,7,10,17,6,13,12,14,7,15,16,10,8,148,148,0,2,1,64,81,0,0,14.4,13,1,1,3,2,1,0,1.35,0.68,43.24,54.73,0,0,10.28,8,LOWNDES,Association of Christian Schools International (ACSI),State or regional independent school association,,,,,,
00297714,HILLCREST BAPTIST SCHOOL,2,13,3045 DEANS BRIDGE RD,AUGUSTA,13245,245,GA,13,30906,7067985600,180,7,Yes,,16,20,29,16,21,16,16,8,14,18,,,,,174,158,0,6,3,122,24,0,3,24,12,1,1,1,2,1,0,3.8,1.9,77.22,15.19,0,1.9,6.58,5,RICHMOND,Other school association(s),,,,,,,
A1501324,HILLSIDE MONTESSORI,6,11,PO BOX 4683,LAGRANGE,13285,285,GA,13,30241,4046615199,200,6.5,Yes,,,,7,2,6,5,3,1,,,,,,,24,24,0,3,0,3,18,0,0,4,32,1,2,1,3,3,0,12.5,0,12.5,75,0,0,6,30,TROUP,Other Montessori association(s),,,,,,,
A0301221,HIS ACADEMY CHRISTIAN SCHOOL,3,17,PO BOX 763,REDAN,13089,089,GA,13,30074,7704693056,180,7.25,No,,,2,1,,,1,,1,,2,1,2,2,6,18,18,0,0,0,18,0,0,0,2,21,1,1,3,2,2,0,0,0,100,0,0,0,9,8,DEKALB,Other school association(s),,,,,,,
00297725,"HOLY INNOCENTS EPISCOPAL SCHOOL, NW",2,17,805 MOUNT VERNON HWY,ATLANTA,13121,121,GA,13,30327,4043032150,180,8,Yes,,52,72,47,64,77,82,104,125,121,115,135,126,129,124,1373,1321,0,12,20,85,1177,0,27,207,12,1,1,3,2,1,0,0.91,1.51,6.43,89.1,0,2.04,6.38,14,FULTON,National Association of Episcopal Schools (NAES),National Association of Independent Schools (NAIS),State or regional independent school association,,,,,
A0102901,HOLY REDEEMER CATHOLIC SCHOOL,3,13,3380 OLD ALABAMA RD,JOHNS CREEK,13121,121,GA,13,30022,7704104056,180,7.33,Yes,,,50,46,56,56,56,56,66,56,52,,,,,494,494,0,19,81,15,369,0,10,30.3,21,1,1,1,1,2,0,3.85,16.4,3.04,74.7,0,2.02,16.3,1,FULTON,National Catholic Educational Association (NCEA),State or regional independent school association,,,,,,
A0740162,HOPE SPRINGS CHRISTIAN LEARNING CENTER,8,13,1239 BRASELTON HWY,LAWRENCEVILLE,13135,135,GA,13,30043,6784428785,182,6,Yes,,,,,,1,6,1,3,2,9,,,,,22,22,0,1,3,3,15,0,0,5,21,1,4,1,2,2,0,4.55,13.64,13.64,68.18,0,0,4.4,8,GWINNETT,Association of Christian Schools International (ACSI),Other school association(s),,,,,,
A1501329,HORIZON CHRISTIAN ACADEMY,3,17,1270 SAWNEE DR,CUMMING,13117,117,GA,13,30040,6789470711,,,,,,10,14,10,15,8,13,18,13,14,18,16,19,21,189,189,0,19,6,5,159,0,0,,41,1,,3,2,4,0,10.05,3.17,2.65,84.13,0,0,,8,FORSYTH,Association of Christian Schools International (ACSI),,,,,,,
A9901498,HORIZON CHRISTIAN SCHOOL,2,6,2172 LAWRENCEVILLE SUWANEE RD,SUWANEE,13135,135,GA,13,30024,7709621214,180,5.5,Yes,,129,4,2,,,,,,,,,,,,135,6,0,0,0,1,5,0,0,3,21,1,1,1,2,2,0,0,0,16.67,83.33,0,0,2,5,GWINNETT,Association of Christian Schools International (ACSI),,,,,,,
02021991,HORIZONS SCHOOL,9,17,1900 DEKALB AVE NE,ATLANTA,13089,089,GA,13,30307,4043782219,180,8.5,Yes,,,,,,,2,1,2,,2,2,3,11,10,33,33,0,11,4,2,12,0,4,9,11,1,1,3,3,1,0,33.33,12.12,6.06,36.36,0,12.12,3.67,30,DEKALB,This school does not belong to ANY associations or organizations,,,,,,,
A0992027,ILM ACADEMY,2,13,1200 GRIMES BRIDGE RD,ROSWELL,13121,121,GA,13,30075,6786241157,179,7.25,Yes,,68,36,19,22,22,13,12,,13,5,,,,,210,142,0,86,0,23,23,0,10,20,13,1,1,1,2,1,0,60.56,0,16.2,16.2,0,7.04,7.1,17,FULTON,Other school association(s),,,,,,,
A1301071,IMHOTOP ACADEMY,2,13,667 FAIRBURN RD NW,ATLANTA,13121,121,GA,13,30331,4045869595,180,7,Yes,,15,15,12,12,15,10,10,5,5,15,,,,,114,99,0,0,0,99,0,0,0,9.9,11,1,1,1,3,1,0,0,0,100,0,0,0,10,30,FULTON,Other school association(s),,,,,,,
00296288,IMMACULATE CONCEPTION CATHOLIC SCHOOL,2,13,811 TELFAIR ST # 200,AUGUSTA,13245,245,GA,13,30901,7067229964,180,7,Yes,,16,7,8,7,8,5,9,2,5,7,,,,,74,58,0,2,4,17,31,0,4,15.5,12,1,1,1,1,1,0,3.45,6.9,29.31,53.45,0,6.9,3.74,1,RICHMOND,National Catholic Educational Association (NCEA),,,,,,,
00295998,IMMACULATE HEART OF MARY SCHOOL,3,13,2855 BRIARCLIFF RD NE,ATLANTA,13089,089,GA,13,30329,4046364488,180,7.25,Yes,,,48,52,56,55,56,59,60,59,57,,,,,502,502,10,16,62,22,355,0,37,28.9,21,1,1,1,1,2,1.99,3.19,12.35,4.38,70.72,0,7.37,17.37,1,DEKALB,National Catholic Educational Association (NCEA),,,,,,,
A0307420,INTERNATIONAL LEARNING ACADEMY,2,6,3620 JONESBORO RD,FAIRBURN,13121,121,GA,13,30213,7703061234,180,7.5,Yes,,22,42,15,,,,,,,,,,,,79,57,0,0,0,48,3,2,4,5.8,21,1,3,1,2,2,0,0,0,84.21,5.26,3.51,7.02,9.83,8,FULTON,This school does not belong to ANY associations or organizations,,,,,,,
A9300313,INTOWN COMMUNITY SCHOOL,3,13,2059 LAVISTA RD NE,ATLANTA,13089,089,GA,13,30329,4046338081,151,6.5,Yes,,,16,30,23,13,30,26,42,27,25,,,,,232,232,0,6,6,5,213,0,2,20.6,21,1,1,1,2,2,0,2.59,2.59,2.16,91.81,0,0.86,11.26,8,DEKALB,,,,,,,,
A1501338,JACKSON HEIGHTS CHRISTIAN ACADEMY,6,8,3737 INNER PERIMETER RD,VALDOSTA,13185,185,GA,13,31602,2292444420,180,6.75,Yes,,,,2,2,1,,,,,,,,,,5,5,0,0,1,4,0,0,0,1,23,1,1,1,2,2,0,0,20,80,0,0,0,5,11,LOWNDES,State or regional independent school association,,,,,,,
00297747,JACKSON TRAIL CHRISTIAN SCHOOL,2,13,371 HOPE HAVEN RD,JEFFERSON,13157,157,GA,13,30549,7063679418,180,7,Yes,,28,8,11,8,6,5,5,4,3,5,,,,,83,55,0,0,3,1,51,0,0,5.4,41,1,1,1,2,4,0,0,5.45,1.82,92.73,0,0,10.19,8,JACKSON,This school does not belong to ANY associations or organizations,,,,,,,
A1301075,JAMES MADISON HIGH SCHOOL,14,17,6625 THE CORNERS PKWY STE 500,NORCROSS,13135,135,GA,13,30092,7707298400,,,Yes,,,,,,,,,,,,,,,,4500,,,,,,,,,3,21,1,6,2,3,2,,,,,,,,,30,GWINNETT,,,,,,,,
01928751,JERSEY CHRISTIAN SCHOOL,2,17,PO BOX 288,JERSEY,13297,297,GA,13,30018,7704641091,168,7,Yes,,3,11,8,8,4,6,11,4,7,6,5,4,2,1,80,77,0,0,1,5,71,0,0,7.9,41,1,1,3,2,4,0,0,1.3,6.49,92.21,0,0,9.75,26,WALTON,This school does not belong to ANY associations or organizations,,,,,,,
00297758,JOHN HANCOCK ACADEMY,2,17,PO BOX E,SPARTA,13141,141,GA,13,31087,7064446470,180,7.5,Yes,,8,8,5,8,4,8,10,13,20,16,20,8,14,8,150,142,0,0,0,2,140,0,0,18,42,1,1,3,2,4,0,0,0,1.41,98.59,0,0,7.89,5,HANCOCK,Other religious school association(s),,,,,,,
AA000179,JOHN L COBLE ELEMENTARY SCHOOL,2,13,450 ACADEMY DR SW,CALHOUN,13129,129,GA,13,30701,7066291578,177,7,Yes,,4,9,14,8,16,7,11,14,11,12,,,,,106,102,0,3,18,4,77,0,0,5.6,41,1,1,1,2,4,0,2.94,17.65,3.92,75.49,0,0,18.21,28,GORDON,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,
00297055,JOHN MILLEDGE ACADEMY,2,17,197 LOG CABIN RD NE,MILLEDGEVILLE,13009,009,GA,13,31061,4784525570,180,6.75,Yes,,13,39,29,33,33,29,37,39,39,36,38,40,62,29,496,483,0,16,4,2,460,0,1,36.6,32,1,1,3,3,3,0,3.31,0.83,0.41,95.24,0,0.21,13.2,30,BALDWIN,State or regional independent school association,,,,,,,
A1501340,JOHNSON FERRY CHRISTIAN ACADEMY,3,17,955 JOHNSON FERRY RD,MARIETTA,13067,067,GA,13,30068,6787845231,180,6,Yes,,,7,6,6,9,10,16,32,50,52,43,35,31,44,341,341,0,8,2,14,307,1,9,44,21,1,3,3,2,2,0,2.35,0.59,4.11,90.03,0.29,2.64,7.75,5,COBB,Association of Christian Schools International (ACSI),Other school association(s),,,,,,
A9302966,JOHNSON'S LEARNING CENTER,2,3,2709 GRESHAM RD SE,ATLANTA,13089,089,GA,13,30316,4042431041,189,7.5,No,,75,52,,,,,,,,,,,,,127,52,0,0,0,52,0,0,0,4,21,1,7,1,3,2,0,0,0,100,0,0,0,13,30,DEKALB,This school does not belong to ANY associations or organizations,,,,,,,
00299686,JOSEPHINE EDWARDS CHRISTIAN SCHOOL,6,13,12472 HIGHWAY 515 N,ELLIJAY,13123,123,GA,13,30540,7066352644,180,8.25,Yes,,,,2,2,3,2,2,2,2,1,,,,,16,16,0,0,2,0,14,0,0,2.5,41,1,1,1,2,4,0,0,12.5,0,87.5,0,0,6.4,28,GILMER,This school does not belong to ANY associations or organizations,,,,,,,
A0970870,JUBILEE CHRISTIAN PREPARATORY ACADEMY,2,7,3000 MACEDONIA RD,POWDER SPRINGS,13067,067,GA,13,30101,6783840656,183,7.5,Yes,,35,11,2,2,,,,,,,,,,,50,15,0,0,1,14,0,0,0,6,21,1,1,1,2,2,0,0,6.67,93.33,0,0,0,2.5,8,COBB,This school does not belong to ANY associations or organizations,,,,,,,
A0970876,KIDS CROSSING LEARNING CENTER,2,3,PO BOX 2127,LAWRENCEVILLE,13135,135,GA,13,30046,7709634146,190,7,No,,18,5,,,,,,,,,,,,,23,5,0,0,0,2,2,0,1,1,21,1,7,1,2,2,0,0,0,40,40,0,20,5,25,GWINNETT,This school does not belong to ANY associations or organizations,,,,,,,
